drug,adverse_event,report_count
alendronate sodium,swelling,174
bevacizumab,asthenia,174
bimekizumab-bkzx,hypersensitivity,174
budesonide\formoterol fumarate,device malfunction,174
buprenorphine hydrochloride\naloxone hydrochloride,inappropriate schedule of product administration,174
bupropion hydrochloride\naltrexone hydrochloride,illness,174
dapagliflozin,illness,174
dupilumab,ear pain,174
dupilumab,gastroenteritis viral,174
human immunoglobulin g,blister,174
human immunoglobulin g,infusion site scar,174
idursulfase,allergy to animal,174
idursulfase,nervousness,174
infliximab,anal fissure,174
lanadelumab,nasopharyngitis,174
leflunomide,rheumatoid arthritis,174
lisdexamfetamine dimesylate,intentional overdose,174
mepolizumab,arthralgia,174
mesalamine,colitis ulcerative,174
metformin hydrochloride,off label use,174
ofatumumab,infection,174
omalizumab,chest pain,174
oxaliplatin,dyspnoea,174
pegfilgrastim,intercepted product preparation error,174
risankizumab-rzaa,therapeutic response shortened,174
rituximab,swelling,174
secukinumab,glossodynia,174
secukinumab,type 2 diabetes mellitus,174
semaglutide,product label confusion,174
teduglutide,liquid product physical issue,174
teduglutide,rhinovirus infection,174
tislelizumab,pruritus,174
tofacitinib citrate,rash,174
treprostinil,musculoskeletal chest pain,174
velaglucerase alfa,insurance issue,174
.alpha.1-proteinase inhibitor human,lung disorder,173
adalimumab,sleep disorder,173
alendronate sodium,helicobacter infection,173
apixaban,thrombosis,173
bimekizumab,incorrect dose administered,173
cabozantinib s-malate,pain in extremity,173
calcium oxybate\magnesium oxybate\potassium oxybate\sodium oxybate,dyspnoea,173
certolizumab pegol,maternal exposure during breast feeding,173
certolizumab pegol,musculoskeletal stiffness,173
diclofenac,drug ineffective,173
dupilumab,atrial fibrillation,173
eculizumab,fatigue,173
fenfluramine,constipation,173
human immunoglobulin g,dry eye,173
human immunoglobulin g,impaired gastric emptying,173
icatibant acetate,hypersomnia,173
idursulfase,contusion,173
idursulfase,vital functions abnormal,173
lamotrigine,drug ineffective,173
lenalidomide,brain fog,173
minoxidil,off label use,173
natalizumab,malaise,173
ocrelizumab,pneumonia,173
pancrelipase amylase\pancrelipase lipase\pancrelipase protease,pancreatic failure,173
ribociclib,fatigue,173
rituximab,chest discomfort,173
ruxolitinib,decreased appetite,173
tirzepatide,hypotension,173
tocilizumab,gait disturbance,173
tocilizumab,urticaria,173
treprostinil,blood pressure abnormal,173
treprostinil,device alarm issue,173
treprostinil,product dose omission in error,173
triamcinolone acetonide,off label use,173
vedolizumab,haemoglobin abnormal,173
vedolizumab,inflammatory bowel disease,173
vedolizumab,toothache,173
zolbetuximab-clzb,vomiting,173
.alpha.1-proteinase inhibitor human,seasonal allergy,172
abatacept,duodenal ulcer perforation,172
abatacept,gastrointestinal disorder,172
acetaminophen,pain,172
albuterol,product packaging quantity issue,172
albuterol,wrong technique in product usage process,172
albuterol sulfate,circumstance or information capable of leading to device use error,172
"antihemophilic factor, human recombinant",oropharyngeal pain,172
benralizumab,illness,172
brigatinib,covid-19,172
celecoxib,rash,172
cetirizine hydrochloride,fatigue,172
dapagliflozin,dementia,172
dinutuximab,abdominal pain,172
diroximel fumarate,fall,172
dupilumab,pharyngeal swelling,172
dupilumab,product prescribing error,172
enfortumab vedotin-ejfv,off label use,172
esomeprazole magnesium,product dose omission issue,172
foscarbidopa\foslevodopa,therapeutic product effect incomplete,172
gabapentin,confusional state,172
human c1-esterase inhibitor,insurance issue,172
human immunoglobulin g,irritable bowel syndrome,172
human immunoglobulin g,product prescribing issue,172
human immunoglobulin g\hyaluronidase (human recombinant),myalgia,172
idursulfase,ear discomfort,172
infliximab,infection,172
ixazomib,white blood cell count decreased,172
lenalidomide,dehydration,172
leuprolide acetate,pneumonia,172
levetiracetam,rhabdomyolysis,172
linaclotide,diarrhoea,172
meropenem,drug ineffective,172
methoxy polyethylene glycol-epoetin beta,drug hypersensitivity,172
pembrolizumab,immune-mediated adverse reaction,172
pregabalin,intentional overdose,172
relugolix,dry skin,172
relugolix,inappropriate schedule of product administration,172
relugolix,lethargy,172
risankizumab-rzaa,haematochezia,172
rituximab,arthropathy,172
rituximab,cytokine release syndrome,172
semaglutide,diabetes mellitus inadequate control,172
sertraline hydrochloride,nausea,172
tenapanor hydrochloride,death,172
tirzepatide,blood pressure increased,172
tramadol,death,172
treprostinil,device information output issue,172
treprostinil,feeling jittery,172
upadacitinib,therapeutic product effect incomplete,172
vedolizumab,musculoskeletal pain,172
.alpha.1-proteinase inhibitor human,multiple allergies,171
.alpha.1-proteinase inhibitor human,wheezing,171
alendronate sodium,duodenal ulcer perforation,171
budesonide,headache,171
cabotegravir\rilpivirine,product use in unapproved therapeutic environment,171
calcium oxybate\magnesium oxybate\potassium oxybate\sodium oxybate,decreased appetite,171
calcium oxybate\magnesium oxybate\potassium oxybate\sodium oxybate,depression,171
cenegermin-bkbj,therapy interrupted,171
corticotropin,dizziness,171
corticotropin,fall,171
diroximel fumarate,product dose omission in error,171
dupilumab,neoplasm malignant,171
durvalumab,cytokine release syndrome,171
erenumab-aooe,injection site pain,171
fremanezumab-vfrm,injection site pain,171
human immunoglobulin g,eye swelling,171
infliximab-dyyb,rhinorrhoea,171
ocrelizumab,maternal exposure before pregnancy,171
ofatumumab,vomiting,171
pancrelipase amylase\pancrelipase lipase\pancrelipase protease,flatulence,171
pomalidomide,illness,171
pregabalin,asthenia,171
rituximab,abdominal pain upper,171
secukinumab,confusional state,171
secukinumab,gastrointestinal disorder,171
secukinumab,memory impairment,171
secukinumab,urinary tract infection,171
secukinumab,wheezing,171
selexipag,headache,171
semaglutide,injection site discharge,171
teduglutide,limb injury,171
teduglutide,poor quality sleep,171
treprostinil,infusion site warmth,171
treprostinil,thrombosis,171
trofinetide,drug ineffective,171
vedolizumab,gastrointestinal stoma output increased,171
vedolizumab,helicobacter infection,171
adalimumab,dry mouth,170
adalimumab,road traffic accident,170
alendronate sodium,psoriatic arthropathy,170
amlodipine besylate,vomiting,170
aripiprazole,"hallucination, auditory",170
buprenorphine,off label use,170
caplacizumab-yhdp,product use in unapproved indication,170
carbidopa\levodopa,stoma site discharge,170
clozapine,eosinophilia,170
denosumab,fall,170
empagliflozin,euglycaemic diabetic ketoacidosis,170
human immunoglobulin g,carpal tunnel syndrome,170
human immunoglobulin g,fear of injection,170
human immunoglobulin g,pseudomonas infection,170
human immunoglobulin g,throat tightness,170
lanadelumab,urinary tract infection,170
levonorgestrel,nausea,170
linaclotide,drug ineffective,170
olaparib,diarrhoea,170
palbociclib,nasopharyngitis,170
panitumumab,rash,170
pimavanserin tartrate,fatigue,170
ponatinib,diarrhoea,170
prednisone,acute kidney injury,170
pregabalin,nausea,170
rituximab,osteoarthritis,170
ruxolitinib,insomnia,170
secukinumab,drug hypersensitivity,170
stiripentol,off label use,170
teduglutide,heart rate increased,170
teduglutide,inability to afford medication,170
teduglutide,loss of consciousness,170
teduglutide,small intestinal obstruction,170
treprostinil,product leakage,170
treprostinil,taste disorder,170
upadacitinib,blood cholesterol increased,170
vedolizumab,panic attack,170
vedolizumab,small intestinal stenosis,170
zolpidem tartrate,somnolence,170
abatacept,muscle injury,169
alendronate sodium,peripheral swelling,169
alprazolam,off label use,169
apomorphine hydrochloride,dizziness,169
budesonide,asthma,169
cannabidiol,product dose omission issue,169
clozapine,drug interaction,169
copper,injury associated with device,169
corticotropin,malaise,169
drospirenone,heavy menstrual bleeding,169
etoposide,drug ineffective,169
human immunoglobulin g,haematochezia,169
icatibant acetate,intestinal obstruction,169
idursulfase,blister,169
idursulfase,hypersensitivity,169
idursulfase,lacrimation increased,169
infliximab,abscess,169
insulin degludec,blood glucose increased,169
lenalidomide,skin discolouration,169
levetiracetam,generalised tonic-clonic seizure,169
mepolizumab,loss of personal independence in daily activities,169
niraparib,platelet count decreased,169
onabotulinumtoxina,therapeutic response shortened,169
ponatinib,neuropathy peripheral,169
resmetirom,diarrhoea,169
rituximab,drug effective for unapproved indication,169
rituximab,systemic lupus erythematosus,169
ruxolitinib,white blood cell count increased,169
secukinumab,abdominal pain,169
semaglutide,drug intolerance,169
semaglutide,malnutrition,169
sotatercept-csrk,epistaxis,169
teduglutide,defaecation urgency,169
teduglutide,device issue,169
teduglutide,hypokalaemia,169
tirzepatide,pancreatitis acute,169
tirzepatide,pyrexia,169
vedolizumab,emotional distress,169
vedolizumab,female genital tract fistula,169
vedolizumab,intervertebral disc protrusion,169
.alpha.1-proteinase inhibitor human,oropharyngeal pain,168
abaloparatide,abdominal distension,168
adalimumab,cataract,168
adalimumab,frequent bowel movements,168
adalimumab,hypercholesterolaemia,168
"antihemophilic factor, human recombinant",diarrhoea,168
"antihemophilic factor, human recombinant",weight increased,168
apixaban,cerebral haemorrhage,168
belimumab,illness,168
cabozantinib s-malate,rash,168
certolizumab pegol,product use in unapproved indication,168
diclofenac,musculoskeletal stiffness,168
elexacaftor\ivacaftor\tezacaftor,mental disorder,168
faricimab-svoa,death,168
foscarbidopa\foslevodopa,asthenia,168
icatibant acetate,poor venous access,168
infliximab,abdominal pain upper,168
lacosamide,off label use,168
lenalidomide,somnolence,168
lenvatinib,blood pressure increased,168
mepolizumab,back pain,168
mepolizumab,influenza,168
methotrexate,arthropathy,168
mycophenolate mofetil,condition aggravated,168
onasemnogene abeparvovec-xioi,pyrexia,168
palbociclib,pyrexia,168
pembrolizumab,thrombocytopenia,168
pomalidomide,adverse event,168
risankizumab-rzaa,sepsis,168
risperidone,extrapyramidal disorder,168
rituximab,synovitis,168
simvastatin,chronic lymphocytic leukaemia,168
tacrolimus,thrombotic microangiopathy,168
teduglutide,stoma site oedema,168
tofacitinib citrate,feeling abnormal,168
tolvaptan,fatigue,168
upadacitinib,product residue present,168
vedolizumab,rash macular,168
velaglucerase alfa,body temperature increased,168
acetaminophen,accidental overdose,167
adalimumab,intestinal obstruction,167
adalimumab-adaz,arthralgia,167
alendronate sodium,drug intolerance,167
alendronate sodium,hypertension,167
alendronate sodium,impaired healing,167
alendronate sodium,weight increased,167
"antihemophilic factor, human recombinant",muscle strain,167
bupropion hydrochloride,intentional overdose,167
carbidopa\levodopa,drug ineffective,167
celecoxib,diarrhoea,167
cetirizine hydrochloride,urticaria,167
clozapine,pyrexia,167
corticotropin,nausea,167
diclofenac sodium,fatigue,167
dupilumab,oropharyngeal discomfort,167
esketamine,vomiting,167
ezetimibe,myalgia,167
fruquintinib,nausea,167
human immunoglobulin g,hip fracture,167
icatibant acetate,seizure,167
idursulfase,febrile infection,167
idursulfase,visual impairment,167
infliximab,uveitis,167
infliximab-dyyb,gait disturbance,167
infliximab-dyyb,mouth ulceration,167
lanadelumab,injection site erythema,167
lenvatinib,asthenia,167
levocetirizine dihydrochloride,no adverse event,167
lotilaner,eye irritation,167
macitentan,dyspnoea,167
palbociclib,metastases to bone,167
pembrolizumab,dyspnoea,167
pembrolizumab,myocarditis,167
pregabalin,condition aggravated,167
relugolix,alopecia,167
rituximab,contraindicated product administered,167
ruxolitinib,cough,167
sacubitril\valsartan,dizziness,167
secukinumab,anxiety,167
secukinumab,osteoarthritis,167
teduglutide,vitamin b12 decreased,167
tirzepatide,fall,167
tirzepatide,panic attack,167
treprostinil,patient dissatisfaction with device,167
vedolizumab,bone pain,167
abaloparatide,illness,166
abatacept,inflammation,166
abemaciclib,dyspnoea,166
alendronate sodium,folliculitis,166
alprazolam,drug use disorder,166
cetuximab,myelosuppression,166
clozapine,red blood cell count decreased,166
dapagliflozin,dyspnoea,166
dapagliflozin,renal failure,166
darolutamide,death,166
dupilumab,sensitivity to weather change,166
durvalumab,anaemia,166
erenumab-aooe,device use error,166
evolocumab,pain in extremity,166
furosemide,drug ineffective,166
human immunoglobulin g,deep vein thrombosis,166
human immunoglobulin g,renal impairment,166
ibrutinib,atrial fibrillation,166
infliximab,back pain,166
lanadelumab,influenza,166
lenalidomide,taste disorder,166
levonorgestrel,heavy menstrual bleeding,166
oxaliplatin,disease progression,166
pancrelipase amylase\pancrelipase lipase\pancrelipase protease,fatigue,166
pertuzumab,myelosuppression,166
polyethylene glycol 3350,diarrhoea,166
risankizumab-rzaa,atrial fibrillation,166
secukinumab,insomnia,166
secukinumab,pemphigus,166
semaglutide,product dose omission issue,166
sodium oxybate,illness,166
sparsentan,product administration error,166
teprotumumab-trbw,headache,166
treprostinil,extra dose administered,166
treprostinil,post procedural complication,166
upadacitinib,constipation,166
venetoclax,leukopenia,166
.alpha.1-proteinase inhibitor human,dyspnoea exertional,165
abaloparatide,myalgia,165
abaloparatide,product dose omission in error,165
abatacept,blister,165
abrocitinib,drug ineffective,165
adalimumab,seizure,165
albuterol,device issue,165
alendronate sodium,anti-cyclic citrullinated peptide antibody positive,165
alendronate sodium,muscle injury,165
alendronate sodium,wheezing,165
alprazolam,drug dependence,165
amlodipine besylate,off label use,165
apomorphine hydrochloride,fall,165
bevacizumab,proteinuria,165
bimekizumab,therapy interrupted,165
certolizumab pegol,abdominal pain upper,165
certolizumab pegol,inflammation,165
certolizumab pegol,systemic lupus erythematosus,165
cyclophosphamide,pyrexia,165
dapagliflozin,dizziness,165
fenfluramine,aggression,165
